JPN_Title,ENG_Title,ROM_Title,JPN_Authors,ENG_Authors
SHIBUYA ギャル百合アンソロジー,SHIBUYA Gal Yuri Anthology,SHIBUYA gyaru Yuri Anthology,,"{'Oriko Potosu', 'Anthology', 'Pesotarou', 'Kashikaze', 'Yorumo', 'mintaro', 'Mashimaru', 'Yoriko', 'Kabayama', 'Neji', 'Inaba Haru', 'Ameno (飴野)', 'ORIKO Potosu', 'Mintaro'}"
